final_score,num_moves,game_duration,did_succed
170,499,0.036108970642089844,0
125,499,0.03337812423706055,0
345,82,0.026073932647705078,0
720,124,0.003534078598022461,1
205,499,0.0333099365234375,0
290,499,0.03323006629943848,0
170,499,0.035166025161743164,0
265,499,0.0359339714050293,0
210,499,0.031430959701538086,0
185,499,0.038677215576171875,0
240,499,0.03438997268676758,0
180,499,0.03445291519165039,0
700,130,0.004703998565673828,1
205,499,0.034970998764038086,0
680,122,0.004601955413818359,1
140,499,0.0368959903717041,0
205,499,0.03235912322998047,0
245,499,0.03506612777709961,0
145,499,0.03448891639709473,0
300,499,0.03171730041503906,0
675,113,0.00356292724609375,1
205,499,0.031658172607421875,0
190,499,0.0345768928527832,0
680,116,0.004002094268798828,1
700,123,0.004252910614013672,1
295,499,0.028334856033325195,0
255,499,0.035325050354003906,0
665,115,0.004440784454345703,1
195,499,0.03390312194824219,0
245,499,0.030003786087036133,0
280,83,0.026868343353271484,0
130,499,0.029687166213989258,0
255,499,0.034191131591796875,0
225,499,0.03467297554016113,0
275,499,0.03465104103088379,0
440,100,0.027730941772460938,0
160,499,0.034323930740356445,0
645,112,0.0031020641326904297,1
105,499,0.03423309326171875,0
340,499,0.03245902061462402,0
255,499,0.032032012939453125,0
245,499,0.029711008071899414,0
270,499,0.028705120086669922,0
250,499,0.028914928436279297,0
345,499,0.03422999382019043,0
215,499,0.031122922897338867,0
60,499,0.03268885612487793,0
680,120,0.003511190414428711,1
155,499,0.0384371280670166,0
170,499,0.03254818916320801,0
155,499,0.031857967376708984,0
355,499,0.021085023880004883,0
265,499,0.028982162475585938,0
145,499,0.03011322021484375,0
660,129,0.004055976867675781,1
675,125,0.0040531158447265625,1
375,87,0.02170872688293457,0
710,121,0.0033981800079345703,1
145,499,0.031235218048095703,0
215,499,0.03360414505004883,0
250,499,0.030045032501220703,0
705,136,0.0043370723724365234,1
325,499,0.03190493583679199,0
695,125,0.0038237571716308594,1
210,499,0.03183889389038086,0
235,499,0.03387022018432617,0
715,133,0.004140138626098633,1
210,499,0.029178142547607422,0
280,499,0.025868892669677734,0
125,499,0.03559112548828125,0
690,124,0.0036919116973876953,1
235,499,0.032243967056274414,0
300,499,0.026969194412231445,0
220,499,0.0329129695892334,0
345,90,0.02197122573852539,0
665,118,0.003997087478637695,1
425,499,0.027633190155029297,0
110,499,0.03408503532409668,0
155,499,0.029965639114379883,0
255,499,0.034915924072265625,0
715,124,0.0035789012908935547,1
225,499,0.032624006271362305,0
180,499,0.033273935317993164,0
655,115,0.0034990310668945312,1
715,131,0.0044553279876708984,1
385,499,0.025495052337646484,0
210,499,0.032549142837524414,0
705,125,0.0038480758666992188,1
310,499,0.024072885513305664,0
345,499,0.024448156356811523,0
675,132,0.004660129547119141,1
230,499,0.03566384315490723,0
260,499,0.029352903366088867,0
690,124,0.0038220882415771484,1
215,499,0.03362011909484863,0
750,133,0.0037529468536376953,1
650,107,0.003214120864868164,1
265,499,0.026880741119384766,0
150,499,0.03482985496520996,0
665,119,0.003507852554321289,1
115,499,0.03901386260986328,0
220,499,0.034013986587524414,0
475,499,0.024998903274536133,0
210,499,0.03751206398010254,0
195,499,0.0335390567779541,0
270,499,0.03428912162780762,0
255,499,0.027524709701538086,0
320,499,0.02686905860900879,0
165,499,0.03223705291748047,0
155,499,0.031182050704956055,0
225,499,0.030972957611083984,0
280,499,0.02795863151550293,0
280,499,0.0278780460357666,0
230,499,0.03221011161804199,0
160,499,0.03264307975769043,0
215,499,0.032485246658325195,0
225,499,0.031225919723510742,0
275,499,0.03347206115722656,0
245,499,0.031230926513671875,0
690,140,0.004813194274902344,1
230,499,0.03502702713012695,0
160,499,0.032167911529541016,0
210,499,0.03267526626586914,0
345,499,0.024692058563232422,0
195,499,0.03207707405090332,0
370,499,0.026068925857543945,0
700,112,0.0034003257751464844,1
665,115,0.003493070602416992,1
355,499,0.032063961029052734,0
700,133,0.004487752914428711,1
230,499,0.03439903259277344,0
225,499,0.030086994171142578,0
740,133,0.0036051273345947266,1
700,119,0.0036978721618652344,1
185,499,0.03275489807128906,0
435,499,0.023754119873046875,0
230,499,0.027344942092895508,0
160,499,0.0334630012512207,0
685,123,0.004374027252197266,1
95,499,0.033930063247680664,0
175,499,0.034375905990600586,0
135,499,0.03589606285095215,0
700,122,0.0035419464111328125,1
255,499,0.031423091888427734,0
705,125,0.003901958465576172,1
710,122,0.003419160842895508,1
710,131,0.005033969879150391,1
195,499,0.029452085494995117,0
285,499,0.03219723701477051,0
80,499,0.03398013114929199,0
180,499,0.03164196014404297,0
190,499,0.03243279457092285,0
250,499,0.028534650802612305,0
200,499,0.029541730880737305,0
680,120,0.003615140914916992,1
660,113,0.0034618377685546875,1
140,499,0.03308892250061035,0
360,91,0.024387121200561523,0
660,130,0.004064083099365234,1
100,499,0.0330808162689209,0
210,499,0.029278039932250977,0
690,132,0.004027843475341797,1
230,499,0.032382965087890625,0
185,499,0.032671213150024414,0
435,499,0.027395963668823242,0
185,499,0.0318911075592041,0
310,85,0.022524118423461914,0
455,499,0.03115701675415039,0
675,116,0.0034911632537841797,1
250,499,0.029947996139526367,0
165,499,0.03276801109313965,0
240,499,0.03141212463378906,0
675,129,0.00476384162902832,1
725,117,0.005073070526123047,1
690,125,0.005717039108276367,1
170,499,0.03583788871765137,0
335,499,0.027287006378173828,0
105,499,0.03365898132324219,0
660,121,0.00399470329284668,1
415,499,0.0285341739654541,0
80,499,0.03336906433105469,0
220,499,0.03211784362792969,0
235,499,0.034687042236328125,0
690,116,0.003532886505126953,1
160,499,0.03212332725524902,0
155,499,0.034487009048461914,0
315,499,0.029581069946289062,0
155,499,0.031347036361694336,0
705,118,0.003439188003540039,1
120,499,0.032765865325927734,0
205,499,0.02838301658630371,0
710,125,0.003926992416381836,1
740,141,0.004576921463012695,1
440,499,0.025190114974975586,0
205,499,0.030610084533691406,0
405,88,0.02279210090637207,0
190,499,0.037138938903808594,0
210,499,0.032319068908691406,0
265,499,0.03168988227844238,0
205,499,0.03238701820373535,0
690,110,0.0034880638122558594,1
145,499,0.03376579284667969,0
670,116,0.003482818603515625,1
705,138,0.0044481754302978516,1
