final_score,num_moves,game_duration,did_succed
690,142,0.005606889724731445,1
715,125,0.004347801208496094,1
320,99,0.004673004150390625,0
730,150,0.005761146545410156,1
350,83,0.004108905792236328,0
165,99,0.005494117736816406,0
300,99,0.005464792251586914,0
355,90,0.004270076751708984,0
140,99,0.005402088165283203,0
240,99,0.00561213493347168,0
215,99,0.004998922348022461,0
130,99,0.005335092544555664,0
245,99,0.0057621002197265625,0
700,140,0.004769086837768555,1
655,113,0.0042231082916259766,1
175,99,0.005410194396972656,0
700,129,0.004060268402099609,1
340,100,0.00587916374206543,0
130,99,0.005533933639526367,0
160,99,0.005354166030883789,0
185,99,0.006139278411865234,0
285,99,0.0051538944244384766,0
145,99,0.0057370662689208984,0
255,99,0.007004976272583008,0
100,99,0.0061571598052978516,0
185,99,0.007086038589477539,0
250,104,0.0054340362548828125,0
310,99,0.004402875900268555,0
235,99,0.006036996841430664,0
195,99,0.004967927932739258,0
175,99,0.005573272705078125,0
715,131,0.005948781967163086,1
705,133,0.005781888961791992,1
365,99,0.0043010711669921875,0
385,99,0.004307270050048828,0
190,99,0.00665593147277832,0
240,99,0.0045528411865234375,0
680,121,0.0038661956787109375,1
215,99,0.006237030029296875,0
290,99,0.0046329498291015625,0
225,99,0.004595041275024414,0
290,85,0.005323171615600586,0
225,99,0.004915952682495117,0
235,99,0.0050868988037109375,0
150,99,0.0062901973724365234,0
210,99,0.005041837692260742,0
235,99,0.00438237190246582,0
245,99,0.006281852722167969,0
225,99,0.005022287368774414,0
150,99,0.005176067352294922,0
265,99,0.005262851715087891,0
205,99,0.00533604621887207,0
200,99,0.005667686462402344,0
120,99,0.006127119064331055,0
105,99,0.0066297054290771484,0
280,99,0.004250049591064453,0
300,99,0.004342794418334961,0
325,99,0.005117893218994141,0
355,90,0.003762960433959961,0
195,99,0.004878044128417969,0
110,99,0.0067958831787109375,0
675,119,0.0035419464111328125,1
215,99,0.005280971527099609,0
460,105,0.0051119327545166016,0
700,121,0.003988027572631836,1
145,99,0.005255937576293945,0
180,99,0.007021188735961914,0
715,133,0.004065036773681641,1
275,99,0.004439830780029297,0
205,99,0.0071299076080322266,0
220,99,0.004734992980957031,0
690,126,0.0046100616455078125,1
180,99,0.006642818450927734,0
220,99,0.005520820617675781,0
210,99,0.005266904830932617,0
135,99,0.006997823715209961,0
700,128,0.005328178405761719,1
180,99,0.00515294075012207,0
150,99,0.005823850631713867,0
335,99,0.005141019821166992,0
170,99,0.005076885223388672,0
160,99,0.006731986999511719,0
235,99,0.004161834716796875,0
220,99,0.004643917083740234,0
720,116,0.0047321319580078125,1
180,99,0.004868984222412109,0
715,115,0.003245115280151367,1
65,99,0.007018089294433594,0
145,99,0.005052089691162109,0
225,99,0.005021095275878906,0
360,99,0.004562854766845703,0
155,99,0.005198240280151367,0
665,122,0.00481414794921875,1
695,120,0.003099203109741211,1
175,99,0.005212068557739258,0
205,99,0.006057262420654297,0
235,99,0.004969120025634766,0
190,99,0.0048770904541015625,0
190,99,0.006279945373535156,0
155,99,0.005273103713989258,0
