final_score,num_moves,game_duration,did_succed
260,299,0.015480995178222656,0
170,299,0.019016265869140625,0
195,299,0.018863201141357422,0
540,299,0.01437687873840332,0
680,132,0.00406193733215332,1
170,299,0.019610166549682617,0
675,116,0.0036039352416992188,1
725,137,0.004639863967895508,1
245,299,0.016940832138061523,0
225,299,0.01731085777282715,0
120,299,0.021286964416503906,0
185,299,0.017186641693115234,0
215,299,0.01832890510559082,0
320,299,0.015312910079956055,0
210,299,0.01840496063232422,0
150,299,0.01878523826599121,0
260,299,0.01872086524963379,0
350,299,0.01412820816040039,0
110,299,0.019878864288330078,0
140,299,0.016741037368774414,0
685,121,0.0037927627563476562,1
710,134,0.00392603874206543,1
270,299,0.016986846923828125,0
90,299,0.019292116165161133,0
235,299,0.01854705810546875,0
680,120,0.003551006317138672,1
265,299,0.017347097396850586,0
200,299,0.019966840744018555,0
690,110,0.0032057762145996094,1
260,86,0.015125036239624023,0
220,299,0.018938779830932617,0
205,299,0.01653003692626953,0
165,299,0.01953887939453125,0
210,299,0.019188880920410156,0
395,299,0.015602827072143555,0
690,125,0.004183769226074219,1
140,299,0.019466161727905273,0
710,133,0.0037908554077148438,1
460,299,0.01429891586303711,0
230,299,0.019865989685058594,0
240,299,0.019087791442871094,0
385,299,0.01583099365234375,0
170,299,0.01974177360534668,0
95,299,0.021191835403442383,0
160,299,0.018626928329467773,0
155,299,0.019768953323364258,0
120,299,0.019904136657714844,0
180,299,0.018971920013427734,0
235,299,0.018632173538208008,0
475,105,0.011522054672241211,0
695,130,0.004551887512207031,1
130,299,0.0205078125,0
190,299,0.01912212371826172,0
305,299,0.019956111907958984,0
375,299,0.016724348068237305,0
240,299,0.018140077590942383,0
295,299,0.015913009643554688,0
445,299,0.01583099365234375,0
145,299,0.01985788345336914,0
275,299,0.017269134521484375,0
240,299,0.018915176391601562,0
690,132,0.0040569305419921875,1
450,91,0.012133121490478516,0
130,299,0.01935124397277832,0
310,90,0.013602018356323242,0
360,299,0.015276908874511719,0
670,133,0.004483222961425781,1
130,299,0.020346879959106445,0
310,299,0.01866912841796875,0
225,299,0.019395112991333008,0
365,299,0.016414880752563477,0
165,299,0.018947124481201172,0
215,299,0.0203249454498291,0
240,299,0.018319129943847656,0
285,299,0.019482135772705078,0
695,111,0.0037927627563476562,1
225,299,0.017833948135375977,0
130,299,0.0202181339263916,0
665,121,0.004055023193359375,1
685,129,0.004236936569213867,1
145,299,0.01920795440673828,0
305,299,0.014230012893676758,0
270,299,0.018474102020263672,0
700,112,0.0033321380615234375,1
65,299,0.02091073989868164,0
200,299,0.022377967834472656,0
295,299,0.01444387435913086,0
695,117,0.0029401779174804688,1
135,299,0.019830942153930664,0
125,299,0.019755125045776367,0
155,299,0.019003868103027344,0
135,299,0.020524978637695312,0
705,132,0.005192279815673828,1
690,125,0.004626750946044922,1
230,299,0.01923513412475586,0
245,299,0.017393112182617188,0
705,123,0.003438711166381836,1
